Report Date,Health District,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths
08/18/2020,Roanoke,Not Reported,14,0,0
08/18/2020,West Piedmont,Female,754,85,9
08/18/2020,Mount Rogers,Female,864,53,23
08/18/2020,Piedmont,Male,1076,74,27
08/18/2020,Chesterfield,Female,2513,127,52
08/18/2020,Fairfax,Male,8395,1138,276
08/18/2020,Crater,Male,1466,105,32
08/18/2020,Central Virginia,Not Reported,9,0,0
08/18/2020,Prince William,Female,6153,433,90
08/18/2020,Virginia Beach,Female,2960,135,27
08/18/2020,Norfolk,Female,2119,121,17
08/18/2020,Three Rivers,Female,457,43,10
08/18/2020,Arlington,Male,1647,244,69
08/18/2020,Central Shenandoah,Female,1587,117,30
08/18/2020,Southside,Female,402,32,20
08/19/2020,Southside,Not Reported,4,0,0
08/19/2020,Chesapeake,Female,1865,144,18
08/19/2020,Richmond,Female,1745,170,14
08/19/2020,Roanoke,Male,509,17,6
08/19/2020,Fairfax,Not Reported,121,2,4
08/19/2020,Thomas Jefferson,Female,1146,83,23
08/19/2020,Chesapeake,Not Reported,4,0,0
08/19/2020,Cumberland Plateau,Male,196,20,3
08/19/2020,Eastern Shore,Female,718,68,26
08/19/2020,Lord Fairfax,Not Reported,12,0,0
08/19/2020,Rappahannock,Not Reported,12,1,0
08/19/2020,Central Shenandoah,Not Reported,0,0,0
08/19/2020,Peninsula,Male,1537,88,21
08/19/2020,Norfolk,Male,1922,119,20
08/19/2020,Alexandria,Female,1631,130,33
08/19/2020,Lenowisco,Male,272,29,7
08/19/2020,Pittsylvania-Danville,Female,589,50,9
08/19/2020,New River,Not Reported,3,0,0
08/19/2020,Chesterfield,Not Reported,130,0,1
08/19/2020,Loudoun,Male,2752,203,43
08/19/2020,Rappahannock Rapidan,Female,1054,60,11
08/19/2020,Piedmont,Female,476,51,8
08/19/2020,Richmond,Male,1662,176,27
08/19/2020,Crater,Female,1206,127,37
08/19/2020,Portsmouth,Female,1111,78,12
08/19/2020,Arlington,Not Reported,5,0,0
08/19/2020,Mount Rogers,Not Reported,6,0,1
08/19/2020,Thomas Jefferson,Not Reported,1,0,0
08/19/2020,Three Rivers,Not Reported,21,0,0
08/19/2020,Hampton,Male,615,35,4
08/19/2020,Alleghany,Male,474,32,8
08/19/2020,Roanoke,Female,562,19,9
08/19/2020,Loudoun,Not Reported,32,0,0
08/19/2020,Fairfax,Female,8850,860,270
08/19/2020,Western Tidewater,Male,1107,86,47
08/19/2020,Peninsula,Not Reported,14,0,0
08/19/2020,New River,Male,357,24,5
08/19/2020,Central Shenandoah,Male,1379,112,30
08/19/2020,Southside,Male,481,37,17
08/19/2020,Chesterfield,Male,2433,146,52
08/19/2020,Arlington,Female,1628,195,66
08/19/2020,Rappahannock,Male,1885,172,35
08/19/2020,Central Virginia,Male,850,42,11
08/19/2020,Alleghany,Not Reported,7,0,0
08/19/2020,Henrico,Male,1977,182,86
08/19/2020,Thomas Jefferson,Male,1020,73,20
08/19/2020,Lord Fairfax,Male,1257,125,44
08/19/2020,Three Rivers,Male,708,41,8
08/19/2020,Richmond,Not Reported,48,2,2
08/19/2020,Pittsylvania-Danville,Male,488,32,2
08/19/2020,Portsmouth,Not Reported,4,0,0
08/19/2020,Norfolk,Not Reported,2,0,0
08/19/2020,Chesapeake,Male,1489,125,23
08/19/2020,Chickahominy,Female,600,67,22
08/19/2020,Prince William,Male,6030,563,118
08/19/2020,Eastern Shore,Not Reported,9,0,0
08/19/2020,Eastern Shore,Male,702,67,21
08/19/2020,Rappahannock Rapidan,Male,1012,81,17
08/19/2020,Henrico,Not Reported,22,0,0
08/19/2020,Cumberland Plateau,Female,246,17,3
08/19/2020,West Piedmont,Male,570,77,14
08/19/2020,Hampton,Not Reported,5,0,0
08/19/2020,Alexandria,Not Reported,12,0,0
08/19/2020,Western Tidewater,Not Reported,4,0,0
08/19/2020,Cumberland Plateau,Not Reported,0,0,0
08/19/2020,Virginia Beach,Male,2514,138,32
08/19/2020,Alleghany,Female,532,21,10
08/19/2020,Lenowisco,Female,290,22,3
08/19/2020,Virginia Beach,Not Reported,17,0,0
08/19/2020,Western Tidewater,Female,1346,65,37
08/19/2020,Mount Rogers,Male,759,97,37
08/19/2020,Lord Fairfax,Female,1421,110,48
08/19/2020,Piedmont,Not Reported,4,0,0
08/19/2020,Alexandria,Male,1522,157,28
08/19/2020,Pittsylvania-Danville,Not Reported,7,0,0
08/19/2020,West Piedmont,Not Reported,5,0,0
08/19/2020,Loudoun,Female,2796,158,72
08/19/2020,Hampton,Female,757,18,5
08/19/2020,Henrico,Female,2203,176,101
08/19/2020,Prince William,Not Reported,96,1,0
08/19/2020,Chickahominy,Male,484,68,24
08/19/2020,Rappahannock Rapidan,Not Reported,4,0,0
08/19/2020,Peninsula,Female,1735,82,26
08/19/2020,Lenowisco,Not Reported,3,0,0
08/19/2020,Crater,Not Reported,25,1,0
08/19/2020,Chickahominy,Not Reported,6,0,0
08/19/2020,Portsmouth,Male,909,63,13
08/19/2020,New River,Female,296,10,3
08/19/2020,Rappahannock,Female,2128,146,23
08/19/2020,Central Virginia,Female,944,28,6
08/19/2020,Roanoke,Not Reported,14,0,0
08/19/2020,West Piedmont,Female,764,89,11
08/19/2020,Mount Rogers,Female,895,54,23
08/19/2020,Piedmont,Male,1072,74,27
08/19/2020,Chesterfield,Female,2535,127,49
08/19/2020,Fairfax,Male,8425,1145,277
08/19/2020,Crater,Male,1491,106,32
08/19/2020,Central Virginia,Not Reported,9,0,0
08/19/2020,Prince William,Female,6179,436,91
08/19/2020,Virginia Beach,Female,2991,144,28
08/19/2020,Norfolk,Female,2138,122,17
08/19/2020,Three Rivers,Female,458,43,10
08/19/2020,Arlington,Male,1660,247,69
08/19/2020,Central Shenandoah,Female,1592,117,30
08/19/2020,Southside,Female,404,32,20
08/20/2020,Southside,Not Reported,4,0,0
08/20/2020,Chesapeake,Female,1880,145,18
08/20/2020,Richmond,Female,1758,172,14
08/20/2020,Roanoke,Male,513,17,6
08/20/2020,Fairfax,Not Reported,122,2,4
08/20/2020,Thomas Jefferson,Female,1155,84,23
08/20/2020,Chesapeake,Not Reported,4,0,0
08/20/2020,Cumberland Plateau,Male,201,20,3
08/20/2020,Eastern Shore,Female,719,68,26
08/20/2020,Lord Fairfax,Not Reported,12,0,0
08/20/2020,Rappahannock,Not Reported,9,1,0
08/20/2020,Central Shenandoah,Not Reported,0,0,0
08/20/2020,Peninsula,Male,1557,88,21
08/20/2020,Norfolk,Male,1935,119,20
08/20/2020,Alexandria,Female,1643,130,33
08/20/2020,Lenowisco,Male,278,30,7
08/20/2020,Pittsylvania-Danville,Female,603,50,9
08/20/2020,New River,Not Reported,3,0,0
08/20/2020,Chesterfield,Not Reported,129,0,1
08/20/2020,Loudoun,Male,2773,204,43
08/20/2020,Rappahannock Rapidan,Female,1059,60,11
08/20/2020,Piedmont,Female,486,51,8
08/20/2020,Richmond,Male,1674,176,27
08/20/2020,Crater,Female,1221,127,37
08/20/2020,Portsmouth,Female,1121,82,14
08/20/2020,Arlington,Not Reported,5,0,0
08/20/2020,Mount Rogers,Not Reported,6,0,1
08/20/2020,Thomas Jefferson,Not Reported,1,0,0
08/20/2020,Three Rivers,Not Reported,21,0,0
08/20/2020,Hampton,Male,617,35,4
08/20/2020,Alleghany,Male,477,33,8
08/20/2020,Roanoke,Female,571,19,9
08/20/2020,Loudoun,Not Reported,32,0,0
08/20/2020,Fairfax,Female,8895,864,270
08/20/2020,Western Tidewater,Male,1113,86,47
08/20/2020,Peninsula,Not Reported,14,0,0
08/20/2020,New River,Male,361,26,5
08/20/2020,Central Shenandoah,Male,1385,112,30
08/20/2020,Southside,Male,484,37,17
08/20/2020,Chesterfield,Male,2449,146,52
08/20/2020,Arlington,Female,1638,196,66
08/20/2020,Rappahannock,Male,1898,172,35
08/20/2020,Central Virginia,Male,883,42,11
08/20/2020,Alleghany,Not Reported,7,0,0
08/20/2020,Henrico,Male,1991,183,87
08/20/2020,Thomas Jefferson,Male,1032,73,20
08/20/2020,Lord Fairfax,Male,1264,124,44
08/20/2020,Three Rivers,Male,711,41,8
08/20/2020,Richmond,Not Reported,48,2,2
08/20/2020,Pittsylvania-Danville,Male,499,35,2
08/20/2020,Portsmouth,Not Reported,4,0,0
08/20/2020,Norfolk,Not Reported,2,0,0
08/20/2020,Chesapeake,Male,1500,129,23
08/20/2020,Chickahominy,Female,605,67,22
08/20/2020,Prince William,Male,6062,565,118
08/20/2020,Eastern Shore,Not Reported,9,0,0
08/20/2020,Eastern Shore,Male,704,67,21
08/20/2020,Rappahannock Rapidan,Male,1018,82,17
08/20/2020,Henrico,Not Reported,22,0,0
08/20/2020,Cumberland Plateau,Female,253,17,3
08/20/2020,West Piedmont,Male,584,79,15
08/20/2020,Hampton,Not Reported,5,0,0
08/20/2020,Alexandria,Not Reported,11,0,0
08/20/2020,Western Tidewater,Not Reported,4,0,0
08/20/2020,Cumberland Plateau,Not Reported,0,0,0
08/20/2020,Virginia Beach,Male,2528,138,32
08/20/2020,Alleghany,Female,537,22,10
08/20/2020,Lenowisco,Female,296,22,3
08/20/2020,Virginia Beach,Not Reported,17,0,0
08/20/2020,Western Tidewater,Female,1351,68,39
08/20/2020,Mount Rogers,Male,767,97,37
08/20/2020,Lord Fairfax,Female,1431,111,48
08/20/2020,Piedmont,Not Reported,4,0,0
08/20/2020,Alexandria,Male,1532,157,28
08/20/2020,Pittsylvania-Danville,Not Reported,7,0,0
08/20/2020,West Piedmont,Not Reported,5,0,0
08/20/2020,Loudoun,Female,2809,159,72
08/20/2020,Hampton,Female,766,18,5
08/20/2020,Henrico,Female,2211,176,101
08/20/2020,Prince William,Not Reported,97,1,0
08/20/2020,Chickahominy,Male,488,68,24
08/20/2020,Rappahannock Rapidan,Not Reported,4,0,0
08/20/2020,Peninsula,Female,1742,82,26
08/20/2020,Lenowisco,Not Reported,3,0,0
08/20/2020,Crater,Not Reported,25,1,0
08/20/2020,Chickahominy,Not Reported,6,0,0
08/20/2020,Portsmouth,Male,920,70,14
08/20/2020,New River,Female,303,10,3
08/20/2020,Rappahannock,Female,2162,149,23
08/20/2020,Central Virginia,Female,972,28,6
08/20/2020,Roanoke,Not Reported,20,0,0
08/20/2020,West Piedmont,Female,780,90,11
08/20/2020,Mount Rogers,Female,900,54,24
08/20/2020,Piedmont,Male,1077,74,28
08/20/2020,Chesterfield,Female,2553,128,49
08/20/2020,Fairfax,Male,8482,1159,279
08/20/2020,Crater,Male,1499,107,32
08/20/2020,Central Virginia,Not Reported,9,0,0
08/20/2020,Prince William,Female,6221,436,92
08/20/2020,Virginia Beach,Female,3017,146,29
08/20/2020,Norfolk,Female,2154,125,19
08/20/2020,Three Rivers,Female,460,43,10
08/20/2020,Arlington,Male,1667,251,71
08/20/2020,Central Shenandoah,Female,1599,118,30
08/20/2020,Southside,Female,417,32,20
08/21/2020,Southside,Not Reported,4,0,0
08/21/2020,Chesapeake,Female,1893,147,18
08/21/2020,Richmond,Female,1768,173,14
08/21/2020,Roanoke,Male,517,18,6
08/21/2020,Fairfax,Not Reported,123,2,4
08/21/2020,Thomas Jefferson,Female,1172,84,23
08/21/2020,Chesapeake,Not Reported,4,0,0
08/21/2020,Cumberland Plateau,Male,204,20,3
08/21/2020,Eastern Shore,Female,722,68,26
08/21/2020,Lord Fairfax,Not Reported,12,0,0
08/21/2020,Rappahannock,Not Reported,7,1,0
08/21/2020,Central Shenandoah,Not Reported,0,0,0
08/21/2020,Peninsula,Male,1574,88,21
08/21/2020,Norfolk,Male,1954,124,20
08/21/2020,Alexandria,Female,1652,131,33
08/21/2020,Lenowisco,Male,283,32,7
08/21/2020,Pittsylvania-Danville,Female,614,50,9
08/21/2020,New River,Not Reported,3,0,0
08/21/2020,Chesterfield,Not Reported,130,0,1
08/21/2020,Loudoun,Male,2782,204,43
08/21/2020,Rappahannock Rapidan,Female,1073,61,11
08/21/2020,Piedmont,Female,493,51,8
08/21/2020,Richmond,Male,1687,177,27
08/21/2020,Crater,Female,1239,127,37
08/21/2020,Portsmouth,Female,1132,84,15
08/21/2020,Arlington,Not Reported,8,0,0
08/21/2020,Mount Rogers,Not Reported,6,0,1
08/21/2020,Thomas Jefferson,Not Reported,1,0,0
08/21/2020,Three Rivers,Not Reported,21,0,0
08/21/2020,Hampton,Male,631,35,5
08/21/2020,Alleghany,Male,489,34,8
08/21/2020,Roanoke,Female,585,20,9
08/21/2020,Loudoun,Not Reported,42,0,0
08/21/2020,Fairfax,Female,8943,865,270
08/21/2020,Western Tidewater,Male,1135,88,47
08/21/2020,Peninsula,Not Reported,14,0,0
08/21/2020,New River,Male,378,26,5
08/21/2020,Central Shenandoah,Male,1397,112,30
08/21/2020,Southside,Male,490,37,17
08/21/2020,Chesterfield,Male,2462,148,52
08/21/2020,Arlington,Female,1650,196,66
08/21/2020,Rappahannock,Male,1920,173,35
08/21/2020,Central Virginia,Male,908,42,11
08/21/2020,Alleghany,Not Reported,7,0,0
08/21/2020,Henrico,Male,2009,184,87
08/21/2020,Thomas Jefferson,Male,1044,74,20
08/21/2020,Lord Fairfax,Male,1267,124,44
08/21/2020,Three Rivers,Male,714,41,8
08/21/2020,Richmond,Not Reported,47,2,2
08/21/2020,Pittsylvania-Danville,Male,511,39,7
08/21/2020,Portsmouth,Not Reported,3,0,0
08/21/2020,Norfolk,Not Reported,2,0,0
08/21/2020,Chesapeake,Male,1515,130,23
08/21/2020,Chickahominy,Female,610,67,22
08/21/2020,Prince William,Male,6106,569,118
08/21/2020,Eastern Shore,Not Reported,9,0,0
08/21/2020,Eastern Shore,Male,705,67,21
08/21/2020,Rappahannock Rapidan,Male,1024,83,17
08/21/2020,Henrico,Not Reported,21,0,0
08/21/2020,Cumberland Plateau,Female,258,17,3
08/21/2020,West Piedmont,Male,590,81,16
08/21/2020,Hampton,Not Reported,5,0,0
08/21/2020,Alexandria,Not Reported,11,0,0
08/21/2020,Western Tidewater,Not Reported,4,0,0
08/21/2020,Cumberland Plateau,Not Reported,0,0,0
08/21/2020,Virginia Beach,Male,2551,144,32
08/21/2020,Alleghany,Female,549,22,10
08/21/2020,Lenowisco,Female,301,22,3
08/21/2020,Virginia Beach,Not Reported,17,0,0
08/21/2020,Western Tidewater,Female,1387,69,39
08/21/2020,Mount Rogers,Male,777,97,37
08/21/2020,Lord Fairfax,Female,1433,111,48
08/21/2020,Piedmont,Not Reported,4,0,0
08/21/2020,Alexandria,Male,1540,157,28
08/21/2020,Pittsylvania-Danville,Not Reported,8,0,0
08/21/2020,West Piedmont,Not Reported,5,0,0
08/21/2020,Loudoun,Female,2823,160,72
08/21/2020,Hampton,Female,781,18,5
08/21/2020,Henrico,Female,2229,176,101
08/21/2020,Prince William,Not Reported,103,1,0
08/21/2020,Chickahominy,Male,491,68,24
08/21/2020,Rappahannock Rapidan,Not Reported,4,0,0
08/21/2020,Peninsula,Female,1764,83,26
08/21/2020,Lenowisco,Not Reported,3,0,0
08/21/2020,Crater,Not Reported,27,1,0
08/21/2020,Chickahominy,Not Reported,6,0,0
08/21/2020,Portsmouth,Male,922,72,15
08/21/2020,New River,Female,319,10,3
08/21/2020,Rappahannock,Female,2176,153,23
08/21/2020,Central Virginia,Female,987,28,6
08/21/2020,Roanoke,Not Reported,20,0,0
08/21/2020,West Piedmont,Female,789,91,11
08/21/2020,Mount Rogers,Female,914,54,24
08/21/2020,Piedmont,Male,1086,74,28
08/21/2020,Chesterfield,Female,2567,130,49
08/21/2020,Fairfax,Male,8523,1161,279
08/21/2020,Crater,Male,1508,109,32
08/21/2020,Central Virginia,Not Reported,9,0,0
08/21/2020,Prince William,Female,6267,438,92
08/21/2020,Virginia Beach,Female,3055,154,29
08/21/2020,Norfolk,Female,2163,127,19
08/21/2020,Three Rivers,Female,467,43,10
08/21/2020,Arlington,Male,1676,252,71
08/21/2020,Central Shenandoah,Female,1604,118,30
08/21/2020,Southside,Female,421,32,20
08/22/2020,Southside,Not Reported,4,0,0
08/22/2020,Chesapeake,Female,1916,151,18
08/22/2020,Richmond,Female,1785,174,14
08/22/2020,Roanoke,Male,516,19,6
08/22/2020,Fairfax,Not Reported,125,2,4
08/22/2020,Thomas Jefferson,Female,1193,85,23
08/22/2020,Chesapeake,Not Reported,4,0,0
08/22/2020,Cumberland Plateau,Male,225,21,3
08/22/2020,Eastern Shore,Female,723,69,26
08/22/2020,Lord Fairfax,Not Reported,12,0,0
08/22/2020,Rappahannock,Not Reported,7,1,0
08/22/2020,Central Shenandoah,Not Reported,0,0,0
08/22/2020,Peninsula,Male,1617,88,21
08/22/2020,Norfolk,Male,1976,125,20
08/22/2020,Alexandria,Female,1669,133,33
08/22/2020,Lenowisco,Male,285,32,7
08/22/2020,Pittsylvania-Danville,Female,630,51,9
08/22/2020,New River,Not Reported,3,0,0
08/22/2020,Chesterfield,Not Reported,130,0,1
08/22/2020,Loudoun,Male,2798,204,43
08/22/2020,Rappahannock Rapidan,Female,1081,60,11
08/22/2020,Piedmont,Female,502,51,8
08/22/2020,Richmond,Male,1716,176,27
08/22/2020,Crater,Female,1252,129,37
08/22/2020,Portsmouth,Female,1148,85,15
08/22/2020,Arlington,Not Reported,8,0,0
08/22/2020,Mount Rogers,Not Reported,6,0,1
08/22/2020,Thomas Jefferson,Not Reported,1,0,0
08/22/2020,Three Rivers,Not Reported,21,0,0
08/22/2020,Hampton,Male,641,35,5
08/22/2020,Alleghany,Male,499,34,8
08/22/2020,Roanoke,Female,585,21,9
08/22/2020,Loudoun,Not Reported,44,0,0
08/22/2020,Fairfax,Female,8999,866,270
08/22/2020,Western Tidewater,Male,1154,88,47
08/22/2020,Peninsula,Not Reported,14,0,0
08/22/2020,New River,Male,394,26,5
08/22/2020,Central Shenandoah,Male,1410,112,30
08/22/2020,Southside,Male,494,37,17
08/22/2020,Chesterfield,Male,2487,150,52
08/22/2020,Arlington,Female,1661,196,66
08/22/2020,Rappahannock,Male,1938,174,35
08/22/2020,Central Virginia,Male,933,42,11
08/22/2020,Alleghany,Not Reported,7,0,0
08/22/2020,Henrico,Male,2024,184,87
08/22/2020,Thomas Jefferson,Male,1053,77,20
08/22/2020,Lord Fairfax,Male,1280,124,44
08/22/2020,Three Rivers,Male,716,41,8
08/22/2020,Richmond,Not Reported,47,2,2
08/22/2020,Pittsylvania-Danville,Male,522,39,7
08/22/2020,Portsmouth,Not Reported,3,0,0
08/22/2020,Norfolk,Not Reported,2,0,0
08/22/2020,Chesapeake,Male,1542,136,24
08/22/2020,Chickahominy,Female,614,68,22
08/22/2020,Prince William,Male,6139,571,119
08/22/2020,Eastern Shore,Not Reported,9,0,0
08/22/2020,Eastern Shore,Male,706,67,21
08/22/2020,Rappahannock Rapidan,Male,1034,83,17
08/22/2020,Henrico,Not Reported,21,0,0
08/22/2020,Cumberland Plateau,Female,259,17,3
08/22/2020,West Piedmont,Male,610,81,16
08/22/2020,Hampton,Not Reported,5,0,0
08/22/2020,Alexandria,Not Reported,11,0,0
08/22/2020,Western Tidewater,Not Reported,4,0,0
08/22/2020,Cumberland Plateau,Not Reported,0,0,0
08/22/2020,Virginia Beach,Male,2572,147,34
08/22/2020,Alleghany,Female,559,23,10
08/22/2020,Lenowisco,Female,305,22,3
08/22/2020,Virginia Beach,Not Reported,17,0,0
08/22/2020,Western Tidewater,Female,1417,69,39
08/22/2020,Mount Rogers,Male,789,100,37
08/22/2020,Lord Fairfax,Female,1435,111,48
08/22/2020,Piedmont,Not Reported,4,0,0
08/22/2020,Alexandria,Male,1558,159,28
08/22/2020,Pittsylvania-Danville,Not Reported,8,0,0
08/22/2020,West Piedmont,Not Reported,5,0,0
08/22/2020,Loudoun,Female,2842,161,72
08/22/2020,Hampton,Female,791,18,5
08/22/2020,Henrico,Female,2249,176,101
08/22/2020,Prince William,Not Reported,108,1,0
08/22/2020,Chickahominy,Male,494,68,24
08/22/2020,Rappahannock Rapidan,Not Reported,4,0,0
08/22/2020,Peninsula,Female,1791,85,26
08/22/2020,Lenowisco,Not Reported,3,0,0
08/22/2020,Crater,Not Reported,27,1,0
08/22/2020,Chickahominy,Not Reported,6,0,0
08/22/2020,Portsmouth,Male,934,74,15
08/22/2020,New River,Female,332,11,3
08/22/2020,Rappahannock,Female,2199,155,24
08/22/2020,Central Virginia,Female,1021,29,7
08/22/2020,Roanoke,Not Reported,20,0,0
08/22/2020,West Piedmont,Female,795,93,11
08/22/2020,Mount Rogers,Female,935,55,24
08/22/2020,Piedmont,Male,1102,74,28
08/22/2020,Chesterfield,Female,2589,134,49
08/22/2020,Fairfax,Male,8577,1161,279
08/22/2020,Crater,Male,1559,110,32
08/22/2020,Central Virginia,Not Reported,9,0,0
08/22/2020,Prince William,Female,6329,438,93
08/22/2020,Virginia Beach,Female,3079,159,29
08/22/2020,Norfolk,Female,2186,130,19
08/22/2020,Three Rivers,Female,471,45,10
08/22/2020,Arlington,Male,1688,253,71
08/22/2020,Central Shenandoah,Female,1622,118,30
08/22/2020,Southside,Female,427,32,20
08/23/2020,Southside,Not Reported,4,0,0
08/23/2020,Chesapeake,Female,1941,152,18
08/23/2020,Richmond,Female,1807,174,14
08/23/2020,Roanoke,Male,517,19,6
08/23/2020,Fairfax,Not Reported,125,2,4
08/23/2020,Thomas Jefferson,Female,1201,85,24
08/23/2020,Chesapeake,Not Reported,4,0,0
08/23/2020,Cumberland Plateau,Male,226,21,3
08/23/2020,Eastern Shore,Female,723,69,26
08/23/2020,Lord Fairfax,Not Reported,12,0,0
08/23/2020,Rappahannock,Not Reported,7,1,0
08/23/2020,Central Shenandoah,Not Reported,0,0,0
08/23/2020,Peninsula,Male,1636,88,21
08/23/2020,Norfolk,Male,1976,126,22
08/23/2020,Alexandria,Female,1682,133,33
08/23/2020,Lenowisco,Male,288,32,7
08/23/2020,Pittsylvania-Danville,Female,643,53,9
08/23/2020,New River,Not Reported,3,0,0
08/23/2020,Chesterfield,Not Reported,130,0,1
08/23/2020,Loudoun,Male,2814,204,43
08/23/2020,Rappahannock Rapidan,Female,1112,60,12
08/23/2020,Piedmont,Female,502,51,8
08/23/2020,Richmond,Male,1734,177,27
08/23/2020,Crater,Female,1270,130,37
08/23/2020,Portsmouth,Female,1148,85,15
08/23/2020,Arlington,Not Reported,8,0,0
08/23/2020,Mount Rogers,Not Reported,6,0,1
08/23/2020,Thomas Jefferson,Not Reported,1,0,0
08/23/2020,Three Rivers,Not Reported,21,0,0
08/23/2020,Hampton,Male,652,35,5
08/23/2020,Alleghany,Male,499,34,8
08/23/2020,Roanoke,Female,586,21,9
08/23/2020,Loudoun,Not Reported,44,0,0
08/23/2020,Fairfax,Female,9063,867,271
08/23/2020,Western Tidewater,Male,1169,88,47
08/23/2020,Peninsula,Not Reported,14,0,0
08/23/2020,New River,Male,411,26,5
08/23/2020,Central Shenandoah,Male,1419,112,30
08/23/2020,Southside,Male,494,37,17
08/23/2020,Chesterfield,Male,2506,150,52
08/23/2020,Arlington,Female,1676,196,66
08/23/2020,Rappahannock,Male,1957,176,36
08/23/2020,Central Virginia,Male,955,42,11
08/23/2020,Alleghany,Not Reported,7,0,0
08/23/2020,Henrico,Male,2037,184,87
08/23/2020,Thomas Jefferson,Male,1059,77,21
08/23/2020,Lord Fairfax,Male,1287,124,44
08/23/2020,Three Rivers,Male,716,42,8
08/23/2020,Richmond,Not Reported,47,2,2
08/23/2020,Pittsylvania-Danville,Male,532,39,7
08/23/2020,Portsmouth,Not Reported,3,0,0
08/23/2020,Norfolk,Not Reported,2,0,0
08/23/2020,Chesapeake,Male,1578,141,24
08/23/2020,Chickahominy,Female,620,69,22
08/23/2020,Prince William,Male,6166,572,119
08/23/2020,Eastern Shore,Not Reported,9,0,0
08/23/2020,Eastern Shore,Male,706,68,21
08/23/2020,Rappahannock Rapidan,Male,1049,83,17
08/23/2020,Henrico,Not Reported,21,0,0
08/23/2020,Cumberland Plateau,Female,261,17,3
08/23/2020,West Piedmont,Male,617,81,17
08/23/2020,Hampton,Not Reported,5,0,0
08/23/2020,Alexandria,Not Reported,11,0,0
08/23/2020,Western Tidewater,Not Reported,4,0,0
08/23/2020,Cumberland Plateau,Not Reported,0,0,0
08/23/2020,Virginia Beach,Male,2582,148,34
08/23/2020,Alleghany,Female,560,23,11
08/23/2020,Lenowisco,Female,312,23,3
08/23/2020,Virginia Beach,Not Reported,17,0,0
08/23/2020,Western Tidewater,Female,1430,69,41
08/23/2020,Mount Rogers,Male,799,102,39
08/23/2020,Lord Fairfax,Female,1446,111,48
08/23/2020,Piedmont,Not Reported,4,0,0
08/23/2020,Alexandria,Male,1564,159,28
08/23/2020,Pittsylvania-Danville,Not Reported,8,0,0
08/23/2020,West Piedmont,Not Reported,5,0,0
08/23/2020,Loudoun,Female,2854,162,72
08/23/2020,Hampton,Female,797,18,6
08/23/2020,Henrico,Female,2261,177,102
08/23/2020,Prince William,Not Reported,110,1,0
08/23/2020,Chickahominy,Male,499,69,25
08/23/2020,Rappahannock Rapidan,Not Reported,4,0,0
08/23/2020,Peninsula,Female,1808,85,27
08/23/2020,Lenowisco,Not Reported,3,0,0
08/23/2020,Crater,Not Reported,27,1,0
